index,Message_Raw,User,Message_Clean,Message_Only_Text,Date,Hour,Day_of_Week
176,"7/26/20, 17:55 - Norbert Notitia: Started
",Norbert Notitia,Started,started,2020-07-26 17:55:00,17,6
340,"7/26/20, 17:55 - Ḅj: 6pm
",Ḅj,6pm,pm,2020-07-26 17:55:00,17,6
621,"7/26/20, 17:55 - AI Derek: Okay
",AI Derek,Okay,okay,2020-07-26 17:55:00,17,6
622,"7/26/20, 17:56 - AI Derek: Sure
",AI Derek,Sure,sure,2020-07-26 17:56:00,17,6
178,"7/26/20, 18:05 - Norbert Notitia: So we are starting
",Norbert Notitia,So we are starting,so we are starting,2020-07-26 18:05:00,18,6
179,"7/26/20, 18:05 - Norbert Notitia: Jerry
",Norbert Notitia,Jerry,jerry,2020-07-26 18:05:00,18,6
180,"7/26/20, 18:06 - Norbert Notitia: Are you ready?
",Norbert Notitia,Are you ready?,are you ready,2020-07-26 18:06:00,18,6
182,"7/26/20, 18:06 - Norbert Notitia: Awesome
",Norbert Notitia,Awesome,awesome,2020-07-26 18:06:00,18,6
181,"7/26/20, 18:06 - Norbert Notitia: Derek?
",Norbert Notitia,Derek?,derek,2020-07-26 18:06:00,18,6
341,"7/26/20, 18:06 - Ḅj: sure
",Ḅj,sure,sure,2020-07-26 18:06:00,18,6
183,"7/26/20, 18:06 - Norbert Notitia: Is the entire team on the call?
",Norbert Notitia,Is the entire team on the call?,is the entire team on the call,2020-07-26 18:06:00,18,6
623,"7/26/20, 18:06 - AI Derek: Ready
",AI Derek,Ready,ready,2020-07-26 18:06:00,18,6
184,"7/26/20, 18:07 - Norbert Notitia: I will be doing intros
",Norbert Notitia,I will be doing intros,i will be doing intros,2020-07-26 18:07:00,18,6
342,"7/26/20, 18:07 - Ḅj: @233246521995 @233249435529 @233247936396
",Ḅj,@233246521995 @233249435529 @233247936396,  ,2020-07-26 18:07:00,18,6
165,"7/26/20, 18:07 - Adwoa Notitia: 👍🏾
",Adwoa Notitia,👍🏾,,2020-07-26 18:07:00,18,6
185,"7/26/20, 19:00 - Norbert Notitia: Clare's picture
",Norbert Notitia,Clare's picture,clares picture,2020-07-26 19:00:00,19,6
166,"7/26/20, 19:01 - Adwoa Notitia: Please i sent it oo
",Adwoa Notitia,Please i sent it oo,please i sent it oo,2020-07-26 19:01:00,19,6
167,"7/26/20, 19:09 - Adwoa Notitia: 🙏🏾🙏🏾
",Adwoa Notitia,🙏🏾🙏🏾,,2020-07-26 19:09:00,19,6
168,"7/26/20, 19:09 - Adwoa Notitia: I will forward tothe page
",Adwoa Notitia,I will forward tothe page,i will forward tothe page,2020-07-26 19:09:00,19,6
169,"7/26/20, 19:10 - Adwoa Notitia: Norbert
",Adwoa Notitia,Norbert,norbert,2020-07-26 19:10:00,19,6
171,"7/26/20, 19:11 - Adwoa Notitia: Kindly recheck
",Adwoa Notitia,Kindly recheck,kindly recheck,2020-07-26 19:11:00,19,6
170,"7/26/20, 19:11 - Adwoa Notitia: His name is Obaf un milayo
",Adwoa Notitia,His name is Obaf un milayo,his name is obaf un milayo,2020-07-26 19:11:00,19,6
189,"7/26/20, 19:13 - Norbert Notitia: Just checked with his zoom name. It matches with the one I kept there
",Norbert Notitia,Just checked with his zoom name. It matches with the one I kept there,just checked with his zoom name it matches with the one i kept there,2020-07-26 19:13:00,19,6
172,"7/26/20, 19:14 - Adwoa Notitia: Woow
",Adwoa Notitia,Woow,woow,2020-07-26 19:14:00,19,6
343,"7/26/20, 19:14 - Ḅj: you made it double m instead of nm
",Ḅj,you made it double m instead of nm,you made it double m instead of nm,2020-07-26 19:14:00,19,6
174,"7/26/20, 19:15 - Adwoa Notitia: This is what he himself wrote
",Adwoa Notitia,This is what he himself wrote,this is what he himself wrote,2020-07-26 19:15:00,19,6
191,"7/26/20, 19:19 - Norbert Notitia: Now getting what you were pointing at
",Norbert Notitia,Now getting what you were pointing at,now getting what you were pointing at,2020-07-26 19:19:00,19,6
192,"7/26/20, 19:19 - Norbert Notitia: I'll correct it
",Norbert Notitia,I'll correct it,ill correct it,2020-07-26 19:19:00,19,6
194,"7/26/20, 19:21 - Norbert Notitia: Corrected
",Norbert Notitia,Corrected,corrected,2020-07-26 19:21:00,19,6
175,"7/26/20, 19:22 - Adwoa Notitia: 🙏🏾
",Adwoa Notitia,🙏🏾,,2020-07-26 19:22:00,19,6
176,"7/26/20, 19:44 - Adwoa Notitia: Notitia AI Mentees Orientation Minutes 26/07/2020
",Adwoa Notitia,Notitia AI Mentees Orientation Minutes 26/07/2020,notitia ai mentees orientation minutes ,2020-07-26 19:44:00,19,6
30,"7/26/20, 19:46 - Sadat Notitia: 🤝🏼🤝🏼
",Sadat Notitia,🤝🏼🤝🏼,,2020-07-26 19:46:00,19,6
624,"7/26/20, 19:48 - AI Derek: 😘😘
",AI Derek,😘😘,,2020-07-26 19:48:00,19,6
626,"7/26/20, 19:49 - AI Derek: So please share with them
",AI Derek,So please share with them,so please share with them,2020-07-26 19:49:00,19,6
625,"7/26/20, 19:49 - AI Derek: Adwoa I’ve shared the slides with you
",AI Derek,Adwoa I’ve shared the slides with you,adwoa ive shared the slides with you,2020-07-26 19:49:00,19,6
177,"7/26/20, 19:50 - Adwoa Notitia: 🙏🏾🙏🏾🙏🏾👍🏾
",Adwoa Notitia,🙏🏾🙏🏾🙏🏾👍🏾,,2020-07-26 19:50:00,19,6
344,"7/26/20, 20:26 - Ḅj: I think we did great
",Ḅj,I think we did great,i think we did great,2020-07-26 20:26:00,20,6
627,"7/26/20, 20:27 - AI Derek: Oh yes
",AI Derek,Oh yes,oh yes,2020-07-26 20:27:00,20,6
345,"7/26/20, 20:28 - Ḅj: 🙌
",Ḅj,🙌,,2020-07-26 20:28:00,20,6
31,"7/26/20, 22:00 - Sadat Notitia: 👍🏼
",Sadat Notitia,👍🏼,,2020-07-26 22:00:00,22,6
168,"7/26/20, 22:38 - Alex Notitia: Hello everyone. When should i approve our mentees ?
",Alex Notitia,Hello everyone. When should i approve our mentees ?,hello everyone when should i approve our mentees ,2020-07-26 22:38:00,22,6
346,"7/26/20, 22:40 - Ḅj: are the courses ready?
",Ḅj,are the courses ready?,are the courses ready,2020-07-26 22:40:00,22,6
347,"7/26/20, 22:41 - Ḅj: i think we should approve when the first course is ready
",Ḅj,i think we should approve when the first course is ready,i think we should approve when the first course is ready,2020-07-26 22:41:00,22,6
169,"7/26/20, 23:41 - Alex Notitia: Great
",Alex Notitia,Great,great,2020-07-26 23:41:00,23,6
348,"7/26/20, 23:41 - Ḅj: And Alex with what we spoke about the responsive progress bars..
",Ḅj,And Alex with what we spoke about the responsive progress bars..,and alex with what we spoke about the responsive progress bars,2020-07-26 23:41:00,23,6
170,"7/26/20, 23:42 - Alex Notitia: Yeah. No worries bro.
",Alex Notitia,Yeah. No worries bro.,yeah no worries bro,2020-07-26 23:42:00,23,6
349,"7/26/20, 23:42 - Ḅj: sure🙌
",Ḅj,sure🙌,sure,2020-07-26 23:42:00,23,6
350,"7/26/20, 23:42 - Ḅj: We'll chat tomorrow😁
",Ḅj,We'll chat tomorrow😁,well chat tomorrow,2020-07-26 23:42:00,23,6
171,"7/26/20, 23:44 - Alex Notitia: Vim
",Alex Notitia,Vim,vim,2020-07-26 23:44:00,23,6
628,"7/27/20, 05:57 - AI Derek: Yes you’ve to
",AI Derek,Yes you’ve to,yes youve to,2020-07-27 05:57:00,5,0
196,"7/27/20, 17:13 - Norbert Notitia: Hi @233243319300 any updates on the mentors?
",Norbert Notitia,Hi @233243319300 any updates on the mentors?,hi  any updates on the mentors,2020-07-27 17:13:00,17,0
629,"7/27/20, 18:26 - AI Derek: Yes I’ll confirm their availability for a session soon
",AI Derek,Yes I’ll confirm their availability for a session soon,yes ill confirm their availability for a session soon,2020-07-27 18:26:00,18,0
631,"7/27/20, 18:27 - AI Derek: I’ll upload the outline this evening
",AI Derek,I’ll upload the outline this evening,ill upload the outline this evening,2020-07-27 18:27:00,18,0
630,"7/27/20, 18:27 - AI Derek: But in the mean time we’ve to arrange for 5 day session for the mentees by @233504782862
",AI Derek,But in the mean time we’ve to arrange for 5 day session for the mentees by @233504782862,but in the mean time weve to arrange for  day session for the mentees by ,2020-07-27 18:27:00,18,0
351,"7/27/20, 18:28 - Ḅj: 5 day consecutive?
",Ḅj,5 day consecutive?, day consecutive,2020-07-27 18:28:00,18,0
197,"7/27/20, 18:29 - Norbert Notitia: Can we get their details once they confirm. We'll profile them as well
",Norbert Notitia,Can we get their details once they confirm. We'll profile them as well,can we get their details once they confirm well profile them as well,2020-07-27 18:29:00,18,0
632,"7/27/20, 18:30 - AI Derek: Oh it can be for a week
",AI Derek,Oh it can be for a week,oh it can be for a week,2020-07-27 18:30:00,18,0
352,"7/27/20, 18:37 - Ḅj: sure
",Ḅj,sure,sure,2020-07-27 18:37:00,18,0
353,"7/27/20, 18:38 - Ḅj: also, I installed a voting bot on the slack workspace so we'll choose a few times we'll be available to meet then we'll set them as options for the people to vote and select one
",Ḅj,"also, I installed a voting bot on the slack workspace so we'll choose a few times we'll be available to meet then we'll set them as options for the people to vote and select one",also i installed a voting bot on the slack workspace so well choose a few times well be available to meet then well set them as options for the people to vote and select one,2020-07-27 18:38:00,18,0
634,"7/28/20, 08:51 - AI Derek: hope we good
",AI Derek,hope we good,hope we good,2020-07-28 08:51:00,8,1
633,"7/28/20, 08:51 - AI Derek: Good morning everyone
",AI Derek,Good morning everyone,good morning everyone,2020-07-28 08:51:00,8,1
636,"7/28/20, 08:52 - AI Derek: this is the 5 day training i was talking about
",AI Derek,this is the 5 day training i was talking about,this is the  day training i was talking about,2020-07-28 08:52:00,8,1
637,"7/28/20, 08:52 - AI Derek: @233504782862 hope you can take it
",AI Derek,@233504782862 hope you can take it, hope you can take it,2020-07-28 08:52:00,8,1
355,"7/28/20, 09:00 - Ḅj: I*
",Ḅj,I*,i,2020-07-28 09:00:00,9,1
354,"7/28/20, 09:00 - Ḅj: Sure u can take most of it
",Ḅj,Sure u can take most of it,sure u can take most of it,2020-07-28 09:00:00,9,1
638,"7/28/20, 09:01 - AI Derek: sure
",AI Derek,sure,sure,2020-07-28 09:01:00,9,1
357,"7/28/20, 09:02 - Ḅj: Great
",Ḅj,Great,great,2020-07-28 09:02:00,9,1
356,"7/28/20, 09:02 - Ḅj: Okay
",Ḅj,Okay,okay,2020-07-28 09:02:00,9,1
640,"7/28/20, 09:02 - AI Derek: the mentors are. likely to be on this sunday too
",AI Derek,the mentors are. likely to be on this sunday too,the mentors are likely to be on this sunday too,2020-07-28 09:02:00,9,1
639,"7/28/20, 09:02 - AI Derek: so prepare and lets see if we can start this friday
",AI Derek,so prepare and lets see if we can start this friday,so prepare and lets see if we can start this friday,2020-07-28 09:02:00,9,1
641,"7/28/20, 09:03 - AI Derek: leave that part
",AI Derek,leave that part,leave that part,2020-07-28 09:03:00,9,1
358,"7/28/20, 09:03 - Ḅj: *understanding the role of the stakeholders
",Ḅj,*understanding the role of the stakeholders,understanding the role of the stakeholders,2020-07-28 09:03:00,9,1
359,"7/28/20, 09:04 - Ḅj: Okay
",Ḅj,Okay,okay,2020-07-28 09:04:00,9,1
642,"7/28/20, 09:04 - AI Derek: i will handle
",AI Derek,i will handle,i will handle,2020-07-28 09:04:00,9,1
643,"7/28/20, 09:05 - AI Derek: sure
",AI Derek,sure,sure,2020-07-28 09:05:00,9,1
198,"7/28/20, 09:29 - Norbert Notitia: @233243319300 e do aaa I go hia dema pictures and details for profiling
",Norbert Notitia,@233243319300 e do aaa I go hia dema pictures and details for profiling, e do aaa i go hia dema pictures and details for profiling,2020-07-28 09:29:00,9,1
644,"7/28/20, 10:16 - AI Derek: Sure
",AI Derek,Sure,sure,2020-07-28 10:16:00,10,1
172,"7/28/20, 10:19 - Alex Notitia: Am available guys.
",Alex Notitia,Am available guys.,am available guys,2020-07-28 10:19:00,10,1
199,"7/28/20, 10:20 - Norbert Notitia: Awesome
",Norbert Notitia,Awesome,awesome,2020-07-28 10:20:00,10,1
173,"7/28/20, 10:20 - Alex Notitia: @233246521995 what's your experience level with CRM tools ?.
",Alex Notitia,@233246521995 what's your experience level with CRM tools ?., whats your experience level with crm tools ,2020-07-28 10:20:00,10,1
174,"7/28/20, 10:21 - Alex Notitia: 👍🏿
",Alex Notitia,👍🏿,,2020-07-28 10:21:00,10,1
646,"7/28/20, 11:01 - AI Derek: check it out before. i send to mentors
",AI Derek,check it out before. i send to mentors,check it out before i send to mentors,2020-07-28 11:01:00,11,1
175,"7/28/20, 11:03 - Alex Notitia: Sure
",Alex Notitia,Sure,sure,2020-07-28 11:03:00,11,1
647,"7/28/20, 11:11 - AI Derek: sure
",AI Derek,sure,sure,2020-07-28 11:11:00,11,1
176,"7/28/20, 11:11 - Alex Notitia: It looks ok.
",Alex Notitia,It looks ok.,it looks ok,2020-07-28 11:11:00,11,1
360,"7/28/20, 11:44 - Ḅj: great!
",Ḅj,great!,great,2020-07-28 11:44:00,11,1
361,"7/28/20, 12:27 - Ḅj: @233554349393 please is the recording for the on-boarding available?
",Ḅj,@233554349393 please is the recording for the on-boarding available?, please is the recording for the onboarding available,2020-07-28 12:27:00,12,1
200,"7/28/20, 13:24 - Norbert Notitia: Yes please
",Norbert Notitia,Yes please,yes please,2020-07-28 13:24:00,13,1
362,"7/28/20, 13:25 - Ḅj: Please send me the link to it
",Ḅj,Please send me the link to it,please send me the link to it,2020-07-28 13:25:00,13,1
201,"7/28/20, 13:25 - Norbert Notitia: Share recording with viewers:
",Norbert Notitia,Share recording with viewers:,share recording with viewers,2020-07-28 13:25:00,13,1
363,"7/28/20, 13:30 - Ḅj: Thanks!
",Ḅj,Thanks!,thanks,2020-07-28 13:30:00,13,1
648,"7/28/20, 13:34 - AI Derek: Nice
",AI Derek,Nice,nice,2020-07-28 13:34:00,13,1
202,"7/28/20, 13:35 - Norbert Notitia: That's the link with the password
",Norbert Notitia,That's the link with the password,thats the link with the password,2020-07-28 13:35:00,13,1
364,"7/28/20, 13:38 - Ḅj: Yeah thank you
",Ḅj,Yeah thank you,yeah thank you,2020-07-28 13:38:00,13,1
203,"7/28/20, 21:26 - Norbert Notitia: Hi Team.
",Norbert Notitia,Hi Team.,hi team,2020-07-28 21:26:00,21,1
204,"7/28/20, 21:26 - Norbert Notitia: @233246521995 has everyone received their welcome fliers?
",Norbert Notitia,@233246521995 has everyone received their welcome fliers?, has everyone received their welcome fliers,2020-07-28 21:26:00,21,1
649,"7/28/20, 22:52 - AI Derek: Norbert the certificate too how far
",AI Derek,Norbert the certificate too how far,norbert the certificate too how far,2020-07-28 22:52:00,22,1
205,"7/29/20, 05:44 - Norbert Notitia: E make ready o. I forget I go send
",Norbert Notitia,E make ready o. I forget I go send,e make ready o i forget i go send,2020-07-29 05:44:00,5,2
366,"7/29/20, 13:15 - Ḅj: can i have the Logo
",Ḅj,can i have the Logo,can i have the logo,2020-07-29 13:15:00,13,2
365,"7/29/20, 13:15 - Ḅj: @233554349393 I'm working on the newsletters
",Ḅj,@233554349393 I'm working on the newsletters, im working on the newsletters,2020-07-29 13:15:00,13,2
178,"7/29/20, 13:41 - Adwoa Notitia: No please...its left with Jalaludeen
",Adwoa Notitia,No please...its left with Jalaludeen,no pleaseits left with jalaludeen,2020-07-29 13:41:00,13,2
179,"7/29/20, 13:41 - Adwoa Notitia: I haven’t seen that of Racheal Akorful too
",Adwoa Notitia,I haven’t seen that of Racheal Akorful too,i havent seen that of racheal akorful too,2020-07-29 13:41:00,13,2
367,"7/29/20, 13:54 - Ḅj: She has hers
",Ḅj,She has hers,she has hers,2020-07-29 13:54:00,13,2
650,"7/29/20, 14:03 - AI Derek: Send the certificate
",AI Derek,Send the certificate,send the certificate,2020-07-29 14:03:00,14,2
369,"7/30/20, 16:51 - Ḅj: http://www.thegradientboost.com/
",Ḅj,http://www.thegradientboost.com/,httpwwwthegradientboostcom,2020-07-30 16:51:00,16,3
368,"7/30/20, 16:51 - Ḅj: Please check this out guys
",Ḅj,Please check this out guys,please check this out guys,2020-07-30 16:51:00,16,3
207,"7/30/20, 16:53 - Norbert Notitia: Wow
",Norbert Notitia,Wow,wow,2020-07-30 16:53:00,16,3
208,"7/30/20, 16:53 - Norbert Notitia: Same as we're doing.
",Norbert Notitia,Same as we're doing.,same as were doing,2020-07-30 16:53:00,16,3
370,"7/30/20, 16:55 - Ḅj: Yeah. But it's relatively quite new and now looking for a team of mentors and all
",Ḅj,Yeah. But it's relatively quite new and now looking for a team of mentors and all,yeah but its relatively quite new and now looking for a team of mentors and all,2020-07-30 16:55:00,16,3
209,"7/30/20, 16:55 - Norbert Notitia: Yeahhh
",Norbert Notitia,Yeahhh,yeahhh,2020-07-30 16:55:00,16,3
371,"7/30/20, 16:55 - Ḅj: We can easily win this space through publicizing our brand
",Ḅj,We can easily win this space through publicizing our brand,we can easily win this space through publicizing our brand,2020-07-30 16:55:00,16,3
372,"7/30/20, 16:56 - Ḅj: More active social media engagements and pushing our name out there and we'll easily overshadow them
",Ḅj,More active social media engagements and pushing our name out there and we'll easily overshadow them,more active social media engagements and pushing our name out there and well easily overshadow them,2020-07-30 16:56:00,16,3
373,"7/30/20, 16:57 - Ḅj: We can also make certain preparations and incentives for our mentees and make our program more desirable than it is now
",Ḅj,We can also make certain preparations and incentives for our mentees and make our program more desirable than it is now,we can also make certain preparations and incentives for our mentees and make our program more desirable than it is now,2020-07-30 16:57:00,16,3
211,"7/30/20, 17:12 - Norbert Notitia: We just need to make our first cohort work
",Norbert Notitia,We just need to make our first cohort work,we just need to make our first cohort work,2020-07-30 17:12:00,17,3
210,"7/30/20, 17:12 - Norbert Notitia: We're strongly positioned.
",Norbert Notitia,We're strongly positioned.,were strongly positioned,2020-07-30 17:12:00,17,3
374,"7/30/20, 17:16 - Ḅj: Exactly
",Ḅj,Exactly,exactly,2020-07-30 17:16:00,17,3
651,"7/30/20, 17:17 - AI Derek: Oh yh
",AI Derek,Oh yh,oh yh,2020-07-30 17:17:00,17,3
652,"7/30/20, 17:17 - AI Derek: Everything is set
",AI Derek,Everything is set,everything is set,2020-07-30 17:17:00,17,3
213,"7/30/20, 17:18 - Norbert Notitia: Share a schedule with them.
",Norbert Notitia,Share a schedule with them.,share a schedule with them,2020-07-30 17:18:00,17,3
653,"7/30/20, 17:18 - AI Derek: We should communicate with the students that mentoring officially start on August 1
",AI Derek,We should communicate with the students that mentoring officially start on August 1,we should communicate with the students that mentoring officially start on august ,2020-07-30 17:18:00,17,3
